sentence,word_count,confidence,date,time,original_audio
 a Diet Coke to,4,0.8358342051506042,07/13/21,18:34,210713_1834.wav
 how was the drive?,4,0.9868934750556946,07/13/21,18:34,210713_1834.wav
 That's that's why it sounds good.,6,0.961503267288208,07/13/21,18:34,210713_1834.wav
 Ballet.,1,0.6566852927207947,07/13/21,18:34,210713_1834.wav
" Yeah, I know but that there are no on campus options.",11,0.9004434943199158,07/13/21,18:34,210713_1834.wav
" Oh, I'm like",3,0.9650297164916992,07/13/21,18:34,210713_1834.wav
" In like a senior apartments thing, which is kind of on campus to Apache. Yeah.",15,0.8857983946800232,07/13/21,18:34,210713_1834.wav
 I don't think so.,4,0.9876290559768676,07/13/21,18:34,210713_1834.wav
 A lot.,2,0.5480017066001892,07/13/21,18:34,210713_1834.wav
 but that decision,3,0.9876291155815125,07/13/21,18:34,210713_1834.wav
 It's more that they wouldn't.,5,0.9544575810432434,07/13/21,18:34,210713_1834.wav
 Thank you.,2,0.9614259004592896,07/13/21,18:34,210713_1834.wav
 Thank you.,2,0.9612601399421692,07/13/21,18:34,210713_1834.wav
" She says, it should we order three sauces for the table and what?",13,0.937984049320221,07/13/21,18:34,210713_1834.wav
 Oh my God.,3,0.9368922114372252,07/13/21,18:34,210713_1834.wav
 Should I take the rabbit for the doc?,8,0.7650782465934753,07/13/21,18:34,210713_1834.wav
 I'm kidding.,2,0.6897851228713989,07/13/21,18:34,210713_1834.wav
 Should I have the rabbit or the duck?,8,0.9521785974502563,07/13/21,18:34,210713_1834.wav
" The plants at the plant, that might be really good.",10,0.831615149974823,07/13/21,18:34,210713_1834.wav
 I do not doubt probably. Probably be tasty. Yeah.,9,0.7926962375640869,07/13/21,18:34,210713_1834.wav
 Innokin patenaude capaccio. Apparently.,4,0.7222983241081238,07/13/21,18:34,210713_1834.wav
 I think I am not guessing.,6,0.928596258163452,07/13/21,18:34,210713_1834.wav
I thought that it was still some loose has,9,0.8592554330825806,07/13/21,18:18,210713_1818.wav
Everything changes when front of calls.,6,0.7377131581306458,07/13/21,18:18,210713_1818.wav
 Which one's mine?,3,0.9189078211784364,07/13/21,18:18,210713_1818.wav
" Don't sing that song. I don't think, I don't think. I know what song this is was",17,0.8852030038833618,07/13/21,18:18,210713_1818.wav
 I realize that like won't make some money in the music industry is not what I like.,17,0.9241040349006652,07/13/21,18:18,210713_1818.wav
 Extreme amounts of money.,4,0.9283361434936525,07/13/21,18:18,210713_1818.wav
" yeah, when the first day will hits,",7,0.7230353951454163,07/13/21,18:18,210713_1818.wav
" Maybe oh, I cannot do anymore. I have to like a stop fresh lining. One of these.",17,0.8665974140167236,07/13/21,18:18,210713_1818.wav
" when we going,",3,0.9551048278808594,07/13/21,18:18,210713_1818.wav
" Yoga swing in like, 15 minutes.",6,0.8533541560173035,07/13/21,18:18,210713_1818.wav
 You don't do whole night.,5,0.9712271690368652,07/13/21,18:18,210713_1818.wav
" but like, 15 minutes of Vikings is like,",8,0.921476662158966,07/13/21,18:18,210713_1818.wav
 I have to sign up for the both of us.,10,0.7626774311065674,07/13/21,18:18,210713_1818.wav
 Yeah.,1,0.8568539023399353,07/13/21,18:18,210713_1818.wav
 Don't tell good stuff. They don't like Hollow Knight.,9,0.9077121019363404,07/13/21,18:18,210713_1818.wav
 You can tell him.,4,0.9645698666572572,07/13/21,18:18,210713_1818.wav
 He loves this game.,4,0.8406510949134827,07/13/21,18:18,210713_1818.wav
 They can tell him.,4,0.8079715967178345,07/13/21,18:18,210713_1818.wav
 I love it. It's so beautiful.,6,0.9733062386512756,07/13/21,18:18,210713_1818.wav
" Of course, of course not.",5,0.95020854473114,07/13/21,18:18,210713_1818.wav
" You're cool. If you cool if we're having your own opinion,",11,0.7292430996894836,07/13/21,18:18,210713_1818.wav
" honestly, I don't like it either.",6,0.8560879826545715,07/13/21,18:18,210713_1818.wav
 Let's watch Vikings.,3,0.9350159168243408,07/13/21,18:18,210713_1818.wav
 I know you shouldn't.,4,0.9310375452041626,07/13/21,18:18,210713_1818.wav
" It was like really bored of it. Now, I don't like platform is why you just fight big monsters and stuff.",21,0.8636693358421326,07/13/21,18:18,210713_1818.wav
 I think not what I love.,6,0.803356945514679,07/13/21,18:18,210713_1818.wav
 Viking presented by mansion.,4,0.9235919713974,07/13/21,18:18,210713_1818.wav
"No, it's it's not like I don't see how far I can get with my walk today.",17,0.9176939129829408,07/12/21,16:15,210712_1615.wav
" yes, I don't like where",5,0.6615928411483765,07/12/21,16:15,210712_1615.wav
" yeah, I'll try it later.",5,0.9103851318359376,07/12/21,16:15,210712_1615.wav
" Damn, did you route me?",5,0.794512927532196,07/12/21,16:15,210712_1615.wav
" let me try to do the pot that your parents took that was like,",14,0.8364405632019043,07/12/21,16:15,210712_1615.wav
" But then, involve the highway.",5,0.9614121317863464,07/12/21,16:15,210712_1615.wav
 Take up the Facey in pots.,6,0.8988203406333923,07/12/21,16:15,210712_1615.wav
 I mean.,2,0.9876290559768676,07/12/21,16:15,210712_1615.wav
 Song. Oh my God.,4,0.937674880027771,07/12/21,16:15,210712_1615.wav
 You can you like this van has until he fastened in the masala?,13,0.8314509987831116,07/12/21,16:15,210712_1615.wav
" But it's so good as Jets, though.",7,0.8764405250549316,07/12/21,16:15,210712_1615.wav
 That drop on.,3,0.6552230715751648,07/12/21,16:15,210712_1615.wav
 How do you feel about Siri like Connecticut?,8,0.8123620748519897,07/12/21,16:15,210712_1615.wav
 Luma Loki.,2,0.5185346603393555,07/12/21,16:15,210712_1615.wav
" Yeah, that's true.",3,0.9580057263374328,07/12/21,16:15,210712_1615.wav
 And like you don't necessarily give up train time either.,10,0.9356030225753784,07/12/21,16:15,210712_1615.wav
 The difference is that you got walk to the train.,10,0.9138809442520142,07/12/21,16:15,210712_1615.wav
 Where would you pick me out on Wii?,8,0.6312111616134644,07/12/21,16:15,210712_1615.wav
 We just pay.,3,0.5702722668647766,07/12/21,16:15,210712_1615.wav
 Mitsuwa. Marketplace up.,3,0.6408477425575256,07/12/21,16:15,210712_1615.wav
 To offset.,2,0.6512531042098999,07/12/21,16:15,210712_1615.wav
 I know it kind of sucks.,6,0.9400680661201476,07/12/21,16:15,210712_1615.wav
 What's second half of the hike? Ice why we didn't stay up? Not much of a what?,17,0.874046266078949,07/12/21,16:15,210712_1615.wav
 Little Batman.,2,0.6551066637039185,07/12/21,16:15,210712_1615.wav
" Right. You know, like I am.",6,0.6180742979049683,07/12/21,16:15,210712_1615.wav
 I mean.,2,0.9876290559768676,07/12/21,16:15,210712_1615.wav
" alright, do I think",4,0.7493948936462402,07/12/21,16:15,210712_1615.wav
 I didn't know the difference between two years and,9,0.8704450726509094,07/12/21,16:15,210712_1615.wav
 5 years.,2,0.9431755542755128,07/12/21,16:15,210712_1615.wav
" Oh my God, I'm using so much stuff. Switching between some of the treats in.",15,0.8669219613075256,07/12/21,16:15,210712_1615.wav
 Thumbs up.,2,0.9343217611312866,07/12/21,16:15,210712_1615.wav
 Are two different varieties.,4,0.7328755259513855,07/12/21,16:15,210712_1615.wav
 Oh my God. It's really good with this to try to miss all the ships in the eat some of these,21,0.8380110859870911,07/12/21,16:15,210712_1615.wav
 Oh my God.,3,0.913944661617279,07/12/21,16:15,210712_1615.wav
 We are coming out soon.,5,0.8746957778930664,07/12/21,16:15,210712_1615.wav
" Yeah, maybe this do that.",5,0.7792132496833801,07/12/21,16:15,210712_1615.wav
 Lucy.,1,0.4378852546215057,07/12/21,16:15,210712_1615.wav
 Fucking beautiful house behind this one. You didn't see. It was fucking gorgeous.,13,0.9222388863563538,07/12/21,16:15,210712_1615.wav
 Looks like a little carriage house.,6,0.7888258099555969,07/12/21,16:15,210712_1615.wav
" If I was like retire someplace, I'd want to do it on the ocean.",14,0.9448260068893432,07/12/21,16:15,210712_1615.wav
 Then you wouldn't have them.,5,0.8231916427612305,07/12/21,16:15,210712_1615.wav
 Or a little and I guess one of the other day.,11,0.8275894522666931,07/12/21,16:15,210712_1615.wav
" Yeah, not enough. Now, there's not enough.",7,0.8828348517417908,07/12/21,16:15,210712_1615.wav
" Switzerland vs pure water, Switzerland or something.",7,0.6681618690490723,07/12/21,16:15,210712_1615.wav
 How big is the average Norwegian is a millionaire?,9,0.4787584543228149,07/12/21,16:15,210712_1615.wav
" Cuz everyone has a buy right as a citizen. You have a little part of the Sovereign wealth fund, which is the biggest health and wealth, while in the wild with over a trillion dollars in it.",37,0.9198964238166808,07/12/21,16:15,210712_1615.wav
" Because of that reason, it's the most difficult country to get a citizenship in.",14,0.9360472559928894,07/12/21,16:15,210712_1615.wav
 Jack Conte.,2,0.5729705095291138,07/12/21,16:15,210712_1615.wav
 Spell.,1,0.5241067409515381,07/12/21,16:15,210712_1615.wav
 Not you still coming. Like it would be even if you got a job at one of those days where you just come and get one. That's like the hottest wanted to get,33,0.921142280101776,07/12/21,16:15,210712_1615.wav
 I've also why they kicked out all the refugees.,9,0.8385781049728394,07/12/21,16:15,210712_1615.wav
" Watch Sweden, gets out right at citizenships left and right.",10,0.8755151033401489,07/12/21,16:15,210712_1615.wav
" No ways like a big, let me know. If you got a citizenship you like you practically have your thought on your SATs?",23,0.8525795340538025,07/12/21,16:15,210712_1615.wav
 You don't need that worry about anything.,7,0.8657054305076599,07/12/21,16:15,210712_1615.wav
" No, but I'd like my pension pension, for that support system. That wildfire that everything. You got pretty everything is covered for.",22,0.9199729561805724,07/12/21,16:15,210712_1615.wav
 Yeah. Oil state.,3,0.873262345790863,07/12/21,16:15,210712_1615.wav
" Alex naadir, a PDF of the printer that you showed them the wealth with the population.",16,0.8415312170982361,07/12/21,16:15,210712_1615.wav
 There's no. Like well there's no like him the weejun oil tycoon.,12,0.8990517258644104,07/12/21,16:15,210712_1615.wav
 That was it just it just goes to the people to the state-run which is that he really cool who it's a really cool on fleek.,26,0.7523478269577026,07/12/21,16:15,210712_1615.wav
" Bummed, they don't have anything by sza on the sea.",10,0.6652900576591492,07/12/21,16:15,210712_1615.wav
 I'd rather just stay home tonight.,6,0.6259651780128479,07/12/21,16:15,210712_1615.wav
 There's something Masala left.,4,0.894700825214386,07/12/21,16:15,210712_1615.wav
" Yeah, I'm hot.",3,0.8296589255332947,07/12/21,16:15,210712_1615.wav
 Yeah.,1,0.4637876152992248,07/12/21,16:15,210712_1615.wav
" Yeah, that's fine.",3,0.9111012816429138,07/12/21,16:15,210712_1615.wav
 Turn on the heater.,4,0.6745270490646362,07/12/21,16:15,210712_1615.wav
 I'm just at like a little bit.,7,0.7425450086593628,07/12/21,16:15,210712_1615.wav
 Blow a seat. We can have like you and want down AC but then just,15,0.8217107653617859,07/12/21,16:15,210712_1615.wav
 And then you just like just have it like that just poked it away from you.,16,0.8193498849868774,07/12/21,16:15,210712_1615.wav
 She on the scene.,4,0.4104317426681518,07/12/21,16:15,210712_1615.wav
" Money better when you got you much after that, that's kind of weird.",13,0.8920875787734985,07/12/21,16:15,210712_1615.wav
 What kind of women do investigative journalism?,7,0.8432074785232544,07/12/21,16:15,210712_1615.wav
" No, you have to just show like",7,0.7626534700393677,07/12/21,16:15,210712_1615.wav
" this question things, the angels are right boats and stuff and you can do either meet us in the fine for a long time, I guess.",26,0.8601974248886108,07/12/21,16:15,210712_1615.wav
" Yeah, I know that's why I want to do it right, but I just need to do some kind of project so I can get the journalism School.",28,0.937863290309906,07/12/21,16:15,210712_1615.wav
" That's why I'm thinking about trying to do some kind of expose on the college's of something that might be a really bad thing cuz I know he won't let me in and then like, oh, you going to do? Fucking expose up. Also.",44,0.9295543432235718,07/12/21,16:15,210712_1615.wav
 Oh my God.,3,0.9516658186912536,07/12/21,16:15,210712_1615.wav
 What?,1,0.9346017241477966,07/12/21,16:15,210712_1615.wav
 Play My Life.,3,0.7500166296958923,07/12/21,16:15,210712_1615.wav
" You're a sweet night and see how much everyone asking. I kind of want to do one of those money shots of like that of students and some of the parents and stopping and just released. And shows like that, literally, like like people who used to be like a pretending, whatever that will fucking many million. This,",58,0.934211790561676,07/12/21,16:15,210712_1615.wav
" and I probably,",3,0.864992618560791,07/12/21,16:15,210712_1615.wav
" I kind of thought. So let's do I was going to do meet me at the fastest off or maybe, maybe it's not this at all. I should just keep them looking into NGO.",34,0.915690004825592,07/12/21,16:15,210712_1615.wav
" I know, I deserve so much. So much stuff to unpack.",11,0.8969295620918274,07/12/21,16:15,210712_1615.wav
" I want to do the NGO stuff, maybe.",8,0.9283336400985718,07/12/21,16:15,210712_1615.wav
 In Jordan.,2,0.9225118160247804,07/12/21,16:15,210712_1615.wav
" I mean, the thing is like I, I suppose so much, we had corruption in the music industry, even when I was just do in Walking, you know,",28,0.8879051208496094,07/12/21,16:15,210712_1615.wav
 But I should be finished with an expose on Patrick.,10,0.8603692054748535,07/12/21,16:15,210712_1615.wav
 It's his seduction technique.,4,0.7976278066635132,07/12/21,16:15,210712_1615.wav
 His whining. You went to visit?,6,0.7231106758117676,07/12/21,16:15,210712_1615.wav
 Busch Garden.,2,0.7921518087387085,07/12/21,16:15,210712_1615.wav
" I think, Patrick.",3,0.9123260974884032,07/12/21,16:15,210712_1615.wav
 This might sound bad. Patrick I think he respects me somehow.,11,0.892643928527832,07/12/21,16:15,210712_1615.wav
 Yeah.,1,0.819633960723877,07/12/21,16:15,210712_1615.wav
 Google. Come on.,3,0.9829578995704652,07/12/21,16:15,210712_1615.wav
 I'm actually angry and very annoyed at him. I didn't even if I don't even hear it.,17,0.9059655070304872,07/12/21,16:15,210712_1615.wav
 I feel very we just didn't want him.,8,0.8044904470443726,07/12/21,16:15,210712_1615.wav
" I feel guilty, I feel really guilty. So maybe we shouldn't do cinnamon buns tonight.",15,0.929818868637085,07/12/21,16:15,210712_1615.wav
" Okay, you still good?",4,0.6920886635780334,07/12/21,16:15,210712_1615.wav
" Yeah, I know, but now I can't eat that tonight. Realistically, I am going to have a slice of chocolate cake when I have, when I come home.",28,0.9716897010803224,07/12/21,16:15,210712_1615.wav
 Okay.,1,0.9728924036026,07/12/21,16:15,210712_1615.wav
" Yeah, we can do that cuz it looks yummy delicious.",10,0.9719977378845216,07/12/21,16:15,210712_1615.wav
 Looks like the most tasty thing.,6,0.8816679120063782,07/12/21,16:15,210712_1615.wav
 General Lee.,2,0.5247402191162109,07/12/21,16:15,210712_1615.wav
" It's like, yeah, it's a nice vehicle even Germany's Christmas thing.",11,0.7651174068450928,07/12/21,16:15,210712_1615.wav
 Is what you have it during the winter.,8,0.8228252530097961,07/12/21,16:15,210712_1615.wav
 Is equivalent of like hot cocoa.,6,0.9584670066833496,07/12/21,16:15,210712_1615.wav
" Like you wouldn't, you wouldn't drink hot chocolate?",8,0.9615881443023682,07/12/21,16:15,210712_1615.wav
 Let me sometimes but not really. You don't really drink hot chocolate during the during the summer months.,18,0.9242234826087952,07/12/21,16:15,210712_1615.wav
 I've grown up in many ways. Do you know how?,10,0.9781346321105956,07/12/21,16:15,210712_1615.wav
 Bored of things. I thought I liked,7,0.8563725352287292,07/12/21,16:15,210712_1615.wav
 Like hot chocolate.,3,0.8480927348136902,07/12/21,16:15,210712_1615.wav
" I think I think maybe maybe not, I don't know.",10,0.9029035568237304,07/12/21,16:15,210712_1615.wav
 Potato.,1,0.7983744740486145,07/12/21,16:15,210712_1615.wav
 I'm bored of it. I like it. I'm bored of it.,11,0.812864363193512,07/12/21,16:15,210712_1615.wav
" Like I want more excitement in my life. I want more and more of that, more of that adventuring",19,0.9410501718521118,07/12/21,16:15,210712_1615.wav
 it separates.,2,0.5013881921768188,07/12/21,16:15,210712_1615.wav
 It's separate.,2,0.911444902420044,07/12/21,16:15,210712_1615.wav
 Carlo.,1,0.862461268901825,07/12/21,16:15,210712_1615.wav
 Yeah. Please please. Please please.,5,0.9344638586044312,07/12/21,16:15,210712_1615.wav
" Play the next episode of this, is this crazy. Damn.",10,0.8739666938781738,07/12/21,16:15,210712_1615.wav
 Ahmet Scala.,2,0.3742370009422302,07/12/21,16:15,210712_1615.wav
 Stir crazy.,2,0.846345067024231,07/12/21,16:15,210712_1615.wav
 The whole Wilder.,3,0.7840892672538757,07/12/21,16:15,210712_1615.wav
" I just, I just know the machine learning things, I'm going to walk, that's why I'm not doing it right now. The generation is not going to walk.",28,0.8936007618904114,07/12/21,16:15,210712_1615.wav
" Because it doesn't have response stuff. What would walk would be if I I'm going to be thinking of doing what I said, why go through all of our messages",30,0.8804857134819031,07/12/21,16:15,210712_1615.wav
 And then it can even talk to the axle. That's on those messages.,13,0.8976319432258606,07/12/21,16:15,210712_1615.wav
" because I have,",3,0.9876291155815125,07/12/21,16:15,210712_1615.wav
 yeah.,1,0.7932571172714233,07/12/21,16:15,210712_1615.wav
" Everything about that, that Black Mirror episode can happen except like the body thing.",14,0.8976102471351624,07/12/21,16:15,210712_1615.wav
 But everything else is old. Like the Apple beats thing. Going to happen.,13,0.9380216598510742,07/12/21,16:15,210712_1615.wav
 That would be the best dominant.,6,0.9198956489562988,07/12/21,16:15,210712_1615.wav
 Has no idea of context.,5,0.9598492383956908,07/12/21,16:15,210712_1615.wav
" Yeah, but it's more that I need to figure out ways to divvy up conversations. The biggest problem with about valtinson is the fact that",25,0.8714194297790527,07/12/21,16:15,210712_1615.wav
 Put this thing of speech.,5,0.9554441571235656,07/12/21,16:15,210712_1615.wav
 Is.,1,0.93894761800766,07/12/21,16:15,210712_1615.wav
 It creates too many.,4,0.8952317237854004,07/12/21,16:15,210712_1615.wav
" it's, it's",2,0.9687649011611938,07/12/21,16:15,210712_1615.wav
" There's no persistence feel. Like if I train icon, Trina on transcripts,",12,0.921298325061798,07/12/21,16:15,210712_1615.wav
" And I have to have to figure out a way that couple different positions, right? As in some of those like that, like, we change topics like 10 times in the past 5 minutes.",34,0.8765308856964111,07/12/21,16:15,210712_1615.wav
" so, if I was like asking a question,",8,0.8711503744125366,07/12/21,16:15,210712_1615.wav
 you just change topics in a second because it like him because we change topic so often,17,0.8766170740127563,07/12/21,16:15,210712_1615.wav
" Yeah, that's partly it but I'm going to, I think I found a solution outside. Did he get out?",19,0.8441067934036255,07/12/21,16:15,210712_1615.wav
 So I have time stamps for every single word that is sad.,12,0.8615942001342773,07/12/21,16:15,210712_1615.wav
 The thoughts. I have time stands for every sentence that has said.,12,0.814304530620575,07/12/21,16:15,210712_1615.wav
" and if two sentences appear far apart like a couple seconds to pause something,",14,0.8598594665527344,07/12/21,16:15,210712_1615.wav
 I know like 20 seconds 30 seconds of pots.,9,0.7933206558227539,07/12/21,16:15,210712_1615.wav
" That I'm going to designate, then I'm going to cut the recording that caught the thing transcript that and make that is a conversation. And I'm going to train the machine learning model on the conversation.",36,0.9324300289154052,07/12/21,16:15,210712_1615.wav
" Yeah, and then it lands.",5,0.9554912447929382,07/12/21,16:15,210712_1615.wav
" No, I don't have it.",5,0.8849099278450012,07/12/21,16:15,210712_1615.wav
 They won't know. Just what I'm hoping is that gdm. Fine-tuning a GDP to model that's already been trained. Like half the incident.,23,0.9064199328422546,07/12/21,16:15,210712_1615.wav
 So it's going to have some kind of understanding speech already.,11,0.9700708985328674,07/12/21,16:15,210712_1615.wav
 My hope is that it like just adjusting adults my voice.,11,0.9040237665176392,07/12/21,16:15,210712_1615.wav
 But I understand Toronto questions.,5,0.9116451144218444,07/12/21,16:15,210712_1615.wav
" No, it's fine. I just got to pick up my soul and so it's like the reason why I haven't like, I've been like, kind of not doing it right now is cuz I'm like, delaying, like having to really do a deep dive in fixing some shit out and I haven't taken a machine-learning so I haven't taken him any. It was just like, I'm teaching myself a whole subject, you know.",73,0.9415220618247986,07/12/21,16:15,210712_1615.wav
 I'm really just teaching myself a whole subject right now.,10,0.8350902795791626,07/12/21,16:15,210712_1615.wav
 Why can't I just bury myself in your thighs?,9,0.9465094804763794,07/12/21,16:15,210712_1615.wav
" No, no. You come make the machine Ducey. The machine needs to be clean and innocent. Nice.",17,0.9427890777587892,07/12/21,16:15,210712_1615.wav
 View.,1,0.2266412526369094,07/12/21,16:15,210712_1615.wav
 It is work for us.,5,0.6935474276542664,07/12/21,16:15,210712_1615.wav
" I really wanted to, I really want to the thing is that the reason why is because I feel like one of these. It takes longer when you're on top and I start seeing you getting tired or whenever I'm just I can't let you finish like that scene and then I could just do it really quick. That's why we end up like doing it as long as if anything, you know it just it just takes longer because it's less......",82,0.9405829310417176,07/12/21,16:15,210712_1615.wav
 You know what I mean?,5,0.8314321637153625,07/12/21,16:15,210712_1615.wav
 Keeping the calm.,3,0.753932535648346,07/12/21,16:15,210712_1615.wav
 I'm so hot.,3,0.9844494462013244,07/12/21,16:15,210712_1615.wav
 I need to put on the fridge of open.,9,0.7681214213371277,07/12/21,16:15,210712_1615.wav
 So good.,2,0.804158091545105,07/12/21,16:15,210712_1615.wav
" Yeah, I know.",3,0.9255399107933044,07/12/21,16:15,210712_1615.wav
" No, I thought all the good woman couldn't have to be Danish.",12,0.7516252398490906,07/12/21,16:15,210712_1615.wav
" The guy that the council is Danish, you saw that she was dating Danish. People look a little gentleman,",19,0.9393926858901978,07/12/21,16:15,210712_1615.wav
 That brown had to.,4,0.663036584854126,07/12/21,16:15,210712_1615.wav
 Never date Danish people off.,5,0.9139044880867004,07/12/21,16:15,210712_1615.wav
" Good morning. I'm in a brown hat. Generally, Swedish Norwegian people generally have polenta.",14,0.8712633848190308,07/12/21,16:15,210712_1615.wav
 I can't look at what the actor. The actors on.,10,0.805133044719696,07/12/21,16:15,210712_1615.wav
 What is the weather like in English?,7,0.8957818150520325,07/12/21,16:15,210712_1615.wav
" Yeah, but that could be put on right that Joe for nectar.",12,0.8269944190979004,07/12/21,16:15,210712_1615.wav
 Okay.,1,0.959153413772583,07/12/21,16:15,210712_1615.wav
 He's not.,2,0.8590377569198608,07/12/21,16:15,210712_1615.wav
 Can't make sense soon.,4,0.7536602020263672,07/12/21,16:15,210712_1615.wav
 We Jammin.,2,0.7979335784912109,07/12/21,16:15,210712_1615.wav
 Danish.,1,0.939423680305481,07/12/21,16:15,210712_1615.wav
 Danish.,1,0.8508008718490601,07/12/21,16:15,210712_1615.wav
" Yeah, no, I agree.",4,0.8712127208709717,07/12/21,16:15,210712_1615.wav
 He's Swedish.,2,0.7231927514076233,07/12/21,16:15,210712_1615.wav
" So, I kept the oil.",5,0.8267133831977844,07/12/21,16:15,210712_1615.wav
 What's the name?,3,0.7708207964897156,07/12/21,16:15,210712_1615.wav
 Alyssa.,1,0.9423736929893494,07/12/21,16:15,210712_1615.wav
 She's Australian.,2,0.9719744920730592,07/12/21,16:15,210712_1615.wav
 Rick.,1,0.6251048445701599,07/12/21,16:15,210712_1615.wav
 Nikki.,1,0.5013527274131775,07/12/21,16:15,210712_1615.wav
 Where is aluminum in Canadian?,5,0.7004265189170837,07/12/21,16:15,210712_1615.wav
" I just don't find her attractive at all kind of like, really you wrote was actually",16,0.8954192399978638,07/12/21,16:15,210712_1615.wav
 That's how she looks. She looks like to keep going.,10,0.8125667572021484,07/12/21,16:15,210712_1615.wav
 You know what I mean? Is I just think she looks.,11,0.8771804571151733,07/12/21,16:15,210712_1615.wav
 Weird.,1,0.7884963750839233,07/12/21,16:15,210712_1615.wav
" No, it's Jim's in ropes.",5,0.780463457107544,07/12/21,16:15,210712_1615.wav
 Give me nine.,3,0.2393798679113388,07/12/21,16:15,210712_1615.wav
 I I do not find that attractive at all. No.,10,0.9450936317443848,07/12/21,16:15,210712_1615.wav
" I think of that for like a really, like, not very attractive at,",13,0.829480767250061,07/12/21,16:15,210712_1615.wav
 Don't look at the Asian.,5,0.9261599779129028,07/12/21,16:15,210712_1615.wav
 And I'm not sure of that Asian but okay here's what I would.,13,0.9069948196411132,07/12/21,16:15,210712_1615.wav
 All of them. None of them are Swedish.,8,0.8918415904045105,07/12/21,16:15,210712_1615.wav
" they could have like,",4,0.8655858039855957,07/12/21,16:15,210712_1615.wav
 I don't this is. It's like scary to me when you look at like I'm bottles page Hackler. I color it. Look it looks like a their product do you know?,31,0.9394876956939696,07/12/21,16:15,210712_1615.wav
 But Austin.,2,0.7180774807929993,07/12/21,16:15,210712_1615.wav
 Of course.,2,0.943395733833313,07/12/21,16:15,210712_1615.wav
 He's a cutie but I ain't giving gun.,8,0.792172908782959,07/12/21,16:15,210712_1615.wav
 Let me see.,3,0.584844172000885,07/12/21,16:15,210712_1615.wav
 He looks like a.,4,0.8812222480773926,07/12/21,16:15,210712_1615.wav
" Look at this, let's go. Let's go.",7,0.8574280142784119,07/12/21,16:15,210712_1615.wav
 What am I asking for the bags?,7,0.8979746699333191,07/12/21,16:15,210712_1615.wav
 Convenient.,1,0.9594470858573914,07/12/21,16:15,210712_1615.wav
 I'm going to eat it.,5,0.5722057819366455,07/12/21,16:15,210712_1615.wav
" Now we got we got to do this, let's just go again.",12,0.951233685016632,07/12/21,16:15,210712_1615.wav
" Son, I would love to swim.",6,0.8581475615501404,07/12/21,16:15,210712_1615.wav
" I,",1,0.8916208148002625,07/12/21,16:15,210712_1615.wav
" I want that my at the house, like, where are we living? You know.",14,0.865302562713623,07/12/21,16:15,210712_1615.wav
 Shake shake shake. Shake it out 2 months. I'm still like this. Trying to figure that out.,17,0.8838224411010742,07/12/21,16:15,210712_1615.wav
 I just want Money Records.,5,0.7007943391799927,07/12/21,16:15,210712_1615.wav
" Oh yeah, I remember.",4,0.9817733764648438,07/12/21,16:15,210712_1615.wav
 I love that person like person.,6,0.781508207321167,07/12/21,16:15,210712_1615.wav
" Hey, cutie.",2,0.8808238506317139,07/12/21,16:15,210712_1615.wav
 Why I'm getting a call to good at all. I know that.,12,0.7374114394187927,07/12/21,16:15,210712_1615.wav
 .,1,0.9391486644744872,07/12/21,16:15,210712_1615.wav
" Yeah, me too. I'm just no reason to me. I'll still be a lot.",14,0.8119847178459167,07/12/21,16:15,210712_1615.wav
 Yeah.,1,0.8589833378791809,07/12/21,16:15,210712_1615.wav
 Will be the big ones we should have gone there.,10,0.7537425756454468,07/12/21,16:15,210712_1615.wav
 Do you put my hands on TV?,7,0.8577505946159363,07/12/21,16:15,210712_1615.wav
 Peking Garden.,2,0.4947387278079986,07/12/21,16:15,210712_1615.wav
" Yes. Yes, I do.",4,0.7925143837928772,07/12/21,16:15,210712_1615.wav
 Kenyawi.,1,0.5604748725891113,07/12/21,16:15,210712_1615.wav
 We used to only be able to eat candy on.,10,0.9488322138786316,07/12/21,16:15,210712_1615.wav
" One day a week like all like, sweet, yeah. Today.",10,0.9448000192642212,07/12/21,16:15,210712_1615.wav
 Always.,1,0.9546567797660828,07/12/21,16:15,210712_1615.wav
 I can't even get my stuff.,6,0.8730265498161316,07/12/21,16:15,210712_1615.wav
 Songs. Do we look the same?,6,0.913210153579712,07/12/21,16:15,210712_1615.wav
 Yeah.,1,0.4867732524871826,07/12/21,16:15,210712_1615.wav
 Look at this.,3,0.9569149017333984,07/12/21,16:15,210712_1615.wav
 We literally have the same face.,6,0.9813986420631408,07/12/21,16:15,210712_1615.wav
" It's not just me, right? Look like the same.",9,0.8234484195709229,07/12/21,16:15,210712_1615.wav
 Why the different?,3,0.686445951461792,07/12/21,16:15,210712_1615.wav
 I guess I guess is very different. We just,9,0.8758523464202881,07/12/21,16:15,210712_1615.wav
"Okay, I know I'm going to have to go on the way at some point.",15,0.9799600839614868,07/10/21,13:46,210710_1346.wav
 because I'd rather do it in the forests and,9,0.8939543962478638,07/10/21,13:46,210710_1346.wav
 What happened?,2,0.98017418384552,07/10/21,13:46,210710_1346.wav
" But you missed, you missed.",5,0.7445179224014282,07/10/21,13:46,210710_1346.wav
 I don't know.,3,0.4747818410396576,07/10/21,13:46,210710_1346.wav
 Okay.,1,0.9328099489212036,07/10/21,13:46,210710_1346.wav
 Here we go again.,4,0.9773916006088256,07/10/21,13:46,210710_1346.wav
 Let's just do like a wasp sting. I think.,9,0.7299375534057617,07/10/21,13:46,210710_1346.wav
